County Code,County Name,,,,,Const. Code,,Constituency Name,,,,,Ward Code,,Ward Name,,,Full Names A,,,,Full Names B,,,Party/Independent Candidate
1,Mombasa,,,,,5,,Likoni,,,,,22,,Shika Adabu,,,Mohamed,,,,Madundo,,,Orange Democratic Movement
1,Mombasa,,,,,5,,Likoni,,,,,23,,Bofu,,,Suleiman Omari,,,,Boma,,,Orange Democratic Movement
1,Mombasa,,,,,5,,Likoni,,,,,24,,Likoni,,,Abdalla Mohamed,,,,Kasangamba,,,Orange Democratic Movement
1,Mombasa,,,,,5,,Likoni,,,,,25,,Timbwani,,,Tom Ogalo,,,,Oluoch,,,Orange Democratic Movement
1,Mombasa,,,,,6,,Mvita,,,,,26,,Mji Wa Kale/ Makadara,,,Murfad Abdalla,,,,Amur,,,Orange Democratic Movement
1,Mombasa,,,,,6,,Mvita,,,,,27,,Tudor,,,Patrick Peter Muriuki,,,,Siminyu,,,Orange Democratic Movement
1,Mombasa,,,,,6,,Mvita,,,,,28,,Tononoka,,,Saad Faraj,,,,Ahmed,,,Orange Democratic Movement
1,Mombasa,,,,,6,,Mvita,,,,,29,,Shimanzi/ Ganjoni,,,Nasser Rashid,,,,Suleiman,,,Orange Democratic Movement
1,Mombasa,,,,,6,,Mvita,,,,,30,,Majengo,,,Abubakar Rashid,,,,Kibwana,,,Orange Democratic Movement
2,Kwale,,,,,7,,Msambweni,,,,,31,,Gombato Bongwe,,,Omari Idd,,,,Boga,,,Orange Democratic Movement
2,Kwale,,,,,7,,Msambweni,,,,,32,,Ukunda,,,Omari Hamisi,,,,Kitengele,,,Orange Democratic Movement
2,Kwale,,,,,7,,Msambweni,,,,,33,,Kinondo,,,Juma Athumani,,,,Maone,,,United Republican Party
2,Kwale,,,,,7,,Msambweni,,,,,34,,Ramisi,,,Mohamed Hatibu,,,,Dzugweh,,,Orange Democratic Movement
2,Kwale,,,,,8,,Lungalunga,,,,,35,,Pongwe/ Kikoneni,,,Nassoro Bakari,,,,Mgutta,,,Orange Democratic Movement
2,Kwale,,,,,8,,Lungalunga,,,,,36,,Dzombo,,,Patrick Mangale,,,,Nyawa,,,Kenya African Democratic Union-Asili
2,Kwale,,,,,8,,Lungalunga,,,,,37,,Mwereni,,,Kassim Mwapojjo,,,,Pojjo,,,United Republican Party
2,Kwale,,,,,8,,Lungalunga,,,,,38,,Vanga,,,Jerumani Mohamed,,,,Makraa,,,Kenya National Congress
2,Kwale,,,,,9,,Matuga,,,,,39,,Tsimba Golini,,,Swalehe Bakari,,,,Simba,,,United Democratic Forum Party
2,Kwale,,,,,9,,Matuga,,,,,40,,Waa,,,Hidaya Rashid,,,,Fwedah,,,Shirikisho Party of Kenya
2,Kwale,,,,,9,,Matuga,,,,,41,,Tiwi,,,Omari Jumaa,,,,Mwakwambirizwa,,,Orange Democratic Movement
2,Kwale,,,,,9,,Matuga,,,,,42,,Kubo South,,,Andrew Mulei,,,,Mwolovu,,,United Democratic Forum Party
2,Kwale,,,,,9,,Matuga,,,,,43,,Mkongani,,,Mwerupheh Jackson,,,,Ndoro,,,United Democratic Forum Party
2,Kwale,,,,,10,,Kinango,,,,,44,,Ndavaya,,,Juma Masudi,,,,Ngando,,,The National Alliance
2,Kwale,,,,,10,,Kinango,,,,,45,,Puma,,,James Dawan,,,,Ngome,,,United Democratic Forum Party
2,Kwale,,,,,10,,Kinango,,,,,46,,Kinango,,,Awadh Mohamed,,,,Salim,,,The National Alliance
2,Kwale,,,,,10,,Kinango,,,,,47,,Mackinnon Road,,,Musa Ahmed,,,,Umusa,,,Ford-People
2,Kwale,,,,,10,,Kinango,,,,,48,,Chengoni/ Samburu,,,Chirema Josephat,,,,Kombo,,,Orange Democratic Movement
2,Kwale,,,,,10,,Kinango,,,,,49,,Mwavumbo,,,Anthony Lukuni,,,,Chidzidzingo,,,The National Alliance
2,Kwale,,,,,10,,Kinango,,,,,50,,Kasemeni,,,Antony Nyawa,,,,Yama,,,United Democratic Forum Party
3,Kilifi,,,,,11,,Kilifi North,,,,,51,,Tezo,,,Cosmas Foleni,,,,Kenga,,,United Republican Party
3,Kilifi,,,,,11,,Kilifi North,,,,,52,,Sokoni,,,Lawrence Kazungu,,,,Kilabo,,,Orange Democratic Movement
3,Kilifi,,,,,11,,Kilifi North,,,,,53,,Kibarani,,,Getrude Mbeyu,,,,Mwanyanje,,,Orange Democratic Movement
3,Kilifi,,,,,11,,Kilifi North,,,,,54,,Dabaso,,,Hamza Hamisi,,,,Hussein,,,Orange Democratic Movement
3,Kilifi,,,,,11,,Kilifi North,,,,,55,,Matsangoni,,,Hassan Mohamed,,,,Said,,,Orange Democratic Movement
3,Kilifi,,,,,11,,Kilifi North,,,,,56,,Watamu,,,Ibrahim Abdi,,,,Athman,,,Orange Democratic Movement
3,Kilifi,,,,,11,,Kilifi North,,,,,57,,Mnarani,,,Kahindi Geofrey,,,,Muhambi,,,Orange Democratic Movement
3,Kilifi,,,,,12,,Kilifi South,,,,,58,,Junju,,,Onesmus Gambo,,,,Karisa,,,Kenya African Democratic Union-Asili
3,Kilifi,,,,,12,,Kilifi South,,,,,59,,Mwarakaya,,,Silas Mzungu,,,,Chitibwi,,,Chama Cha Uzalendo
3,Kilifi,,,,,12,,Kilifi South,,,,,60,,Shimo La Tewa,,,Bakari Ali,,,,Mwinyi,,,Orange Democratic Movement
3,Kilifi,,,,,12,,Kilifi South,,,,,61,,Chasimba,,,Boniface Mkombe,,,,Mwango,,,Chama Cha Uzalendo
3,Kilifi,,,,,12,,Kilifi South,,,,,62,,Mtepeni,,,Kaingu Boniface,,,,Mwingo,,,Orange Democratic Movement
3,Kilifi,,,,,13,,Kaloleni,,,,,63,,Mariakani,,,Saidi Ndeme,,,,Mwachenda,,,Orange Democratic Movement
3,Kilifi,,,,,13,,Kaloleni,,,,,64,,Kayafungo,,,Alphonce Charo,,,,Mwayaa,,,Chama Cha Uzalendo
3,Kilifi,,,,,13,,Kaloleni,,,,,65,,Kaloleni,,,Duncan K.,,,,Kaingu,,,Kenya African Democratic Union-Asili
3,Kilifi,,,,,13,,Kaloleni,,,,,66,,Mwanamwinga,,,Pascal Thuva,,,,Jacob,,,Shirikisho Party of Kenya
3,Kilifi,,,,,14,,Rabai,,,,,67,,Mwawesa,,,Antony Ndune,,,,Nzaka,,,Chama Cha Uzalendo
3,Kilifi,,,,,14,,Rabai,,,,,68,,Ruruma,,,Naphtali Nyae,,,,Kombo,,,Orange Democratic Movement
3,Kilifi,,,,,14,,Rabai,,,,,69,,Kambe/Ribe,,,Valentine Matsaki,,,,Mwamanga,,,Orange Democratic Movement
3,Kilifi,,,,,14,,Rabai,,,,,70,,Rabai/ Kisurutini,,,Anthony Kenga,,,,Mupe,,,Orange Democratic Movement
3,Kilifi,,,,,15,,Ganze,,,,,71,,Ganze,,,Japhet Katana Chai,,,,Nzaro,,,Orange Democratic Movement
3,Kilifi,,,,,15,,Ganze,,,,,72,,Bamba,,,Daniel James,,,,Mangi,,,Kenya African Democratic Union-Asili
3,Kilifi,,,,,15,,Ganze,,,,,73,,Jaribuni,,,Emmanuel Kazungu,,,,Chai,,,Kenya African Democratic Union-Asili
3,Kilifi,,,,,15,,Ganze,,,,,74,,Sokoke,,,Teddy Ngumbao,,,,Mwambire,,,Orange Democratic Movement
3,Kilifi,,,,,16,,Malindi,,,,,75,,Jilore,,,Daniel Chai,,,,Chiriba,,,Orange Democratic Movement
3,Kilifi,,,,,16,,Malindi,,,,,76,,Kakuyuni,,,Nixon Charo,,,,Mramba,,,Orange Democratic Movement
3,Kilifi,,,,,16,,Malindi,,,,,77,,Ganda,,,Stephen Bahati,,,,Mlanda,,,Orange Democratic Movement
3,Kilifi,,,,,16,,Malindi,,,,,78,,Malindi Town,,,Jared Kaunda Chokwe,,,,Barns,,,Orange Democratic Movement
3,Kilifi,,,,,16,,Malindi,,,,,79,,Shella,,,Mwathethe Adamson,,,,Kadenge,,,Orange Democratic Movement
3,Kilifi,,,,,17,,Magarini,,,,,80,,Marafa,,,Renson Kambi,,,,Karisa,,,Orange Democratic Movement
3,Kilifi,,,,,17,,Magarini,,,,,81,,Magarini,,,Elina Stephen,,,,Mbaru,,,Federal Party of Kenya
3,Kilifi,,,,,17,,Magarini,,,,,82,,Gongoni,,,Albert Kiraga,,,,Hare,,,Chama Cha Uzalendo
3,Kilifi,,,,,17,,Magarini,,,,,83,,Adu,,,Stanley Karisa,,,,Kenga,,,Federal Party of Kenya
3,Kilifi,,,,,17,,Magarini,,,,,84,,Garashi,,,Theophilus Kalama,,,,Fondo,,,Federal Party of Kenya
3,Kilifi,,,,,17,,Magarini,,,,,85,,Sabaki,,,Edward Kazungu,,,,Dele,,,Orange Democratic Movement
4,Tana River,,,,,18,,Garsen,,,,,86,,Kipini East,,,Manase Samuel,,,,Guyo,,,The National Alliance
4,Tana River,,,,,18,,Garsen,,,,,87,,Garsen South,,,Hussein Gobu,,,,Godana,,,United Republican Party
4,Tana River,,,,,18,,Garsen,,,,,88,,Kipini West,,,Musa Wario,,,,Shura,,,Wiper Democratic Movement- Kenya
4,Tana River,,,,,18,,Garsen,,,,,89,,Garsen Central,,,Boru Dela,,,,Masha,,,Wiper Democratic Movement- Kenya
4,Tana River,,,,,18,,Garsen,,,,,90,,Garsen West,,,Mahmud Ahmed,,,,Gabo,,,United Republican Party
4,Tana River,,,,,18,,Garsen,,,,,91,,Garsen North,,,Salat Farah,,,,Dakan,,,United Republican Party
4,Tana River,,,,,19,,Galole,,,,,92,,Kinakomba,,,Nathan Oddo,,,,Hiribae,,,Orange Democratic Movement
4,Tana River,,,,,19,,Galole,,,,,93,,Mikinduni,,,Mohamed Buya,,,,Yusa,,,Orange Democratic Movement
4,Tana River,,,,,19,,Galole,,,,,94,,Chewani,,,Salimu Aribicho,,,,Mohamed,,,Orange Democratic Movement
4,Tana River,,,,,19,,Galole,,,,,95,,Wayu,,,Maka Baru,,,,Jarso,,,Wiper Democratic Movement- Kenya
4,Tana River,,,,,20,,Bura,,,,,96,,Chewele,,,Harun Hassan,,,,Odhowa,,,Wiper Democratic Movement- Kenya
4,Tana River,,,,,20,,Bura,,,,,97,,Hirimani,,,Daud Galdesa,,,,Tuyo,,,The National Alliance
4,Tana River,,,,,20,,Bura,,,,,98,,Bangale,,,Ibrahim Salah,,,,Adomow,,,Wiper Democratic Movement- Kenya
4,Tana River,,,,,20,,Bura,,,,,99,,Sala,,,Sadick Duke,,,,Karani,,,Mazingira Greens Party of Kenya
4,Tana River,,,,,20,,Bura,,,,,100,,Madogo,,,Abdi Ergamso,,,,Gobu,,,United Democratic Forum Party
5,Lamu,,,,,21,,Lamu East,,,,,101,,Faza,,,Abbas Famau,,,,Nagi,,,United Democratic Forum Party
5,Lamu,,,,,21,,Lamu East,,,,,102,,Kiunga,,,Omar Mohamed Said,,,,Lali,,,Unity Party of Kenya
5,Lamu,,,,,21,,Lamu East,,,,,103,,Basuba,,,Mohamed Delo,,,,Nusura,,,Democratic Party of Kenya
5,Lamu,,,,,22,,Lamu West,,,,,104,,Shella,,,Azhar Ali,,,,Mbarak,,,Orange Democratic Movement
5,Lamu,,,,,22,,Lamu West,,,,,105,,Mkomani,,,Ali Bakari,,,,Mohamed,,,New Democrats
5,Lamu,,,,,22,,Lamu West,,,,,106,,Hindi,,,Abdu Kassim,,,,Ahmed,,,Orange Democratic Movement
5,Lamu,,,,,22,,Lamu West,,,,,107,,Mkunumbi,,,Paul Kimani,,,,Njuguna,,,Safina
5,Lamu,,,,,22,,Lamu West,,,,,108,,Hongwe,,,James Njuguna Komu,,,,Janko,,,Alliance Party of Kenya
5,Lamu,,,,,22,,Lamu West,,,,,109,,Witu,,,Athman Mohamed,,,,Amin,,,The National Alliance
5,Lamu,,,,,22,,Lamu West,,,,,110,,Bahari,,,Anthony Njomo,,,,Maina,,,Farmers Party
6,Taita Taveta,,,,,23,,Taveta,,,,,111,,Chala,,,Judah Kilonzo,,,,Mulwa,,,Social Democratic Party of Kenya
6,Taita Taveta,,,,,23,,Taveta,,,,,112,,Mahoo,,,Ronald Habel,,,,Sagurani,,,The National Alliance
6,Taita Taveta,,,,,23,,Taveta,,,,,113,,Bomani,,,Crispus Metinyoki,,,,Masaga,,,Orange Democratic Movement
6,Taita Taveta,,,,,23,,Taveta,,,,,114,,Mboghoni,,,Johnes Fundi,,,,Maskuji,,,The National Alliance
6,Taita Taveta,,,,,23,,Taveta,,,,,115,,Mata,,,Reuben Kipampi,,,,Tiges,,,Restore And Build Kenya
6,Taita Taveta,,,,,24,,Wundanyi,,,,,116,,Wundanyi/Mbale,,,Raymond Joel Mwakima,,,,Mwangola,,,Orange Democratic Movement
6,Taita Taveta,,,,,24,,Wundanyi,,,,,117,,Werugha,,,Jason Mwamodenyi,,,,Tuja,,,Orange Democratic Movement
6,Taita Taveta,,,,,24,,Wundanyi,,,,,118,,Wumingu/Kishus he,,,Liverson Mwazala,,,,Maganga,,,The National Alliance
6,Taita Taveta,,,,,24,,Wundanyi,,,,,119,,Mwanda/Mgange,,,Cromwel Mwarigha,,,,Baridi,,,Orange Democratic Movement
6,Taita Taveta,,,,,25,,Mwatate,,,,,120,,Rong'e,,,Harris Keke,,,,Nganga,,,Orange Democratic Movement
6,Taita Taveta,,,,,25,,Mwatate,,,,,121,,Mwatate,,,Arresmus Kajeni,,,,Mwarabu,,,Orange Democratic Movement
6,Taita Taveta,,,,,25,,Mwatate,,,,,122,,Bura,,,Frumence Mshila,,,,Mndwapimi sha,,,Orange Democratic Movement
6,Taita Taveta,,,,,25,,Mwatate,,,,,123,,Chawia,,,Frank Kichoi,,,,Mwakanyanga,,,Orange Democratic Movement
6,Taita Taveta,,,,,25,,Mwatate,,,,,124,,Wusi/Kishamba,,,Justine Juma,,,,Mwamba,,,Social Democratic Party of Kenya
6,Taita Taveta,,,,,26,,Voi,,,,,125,,Mbololo,,,Godfrey Fundi,,,,Mwambi,,,Orange Democratic Movement
6,Taita Taveta,,,,,26,,Voi,,,,,126,,Sagalla,,,Godwin Kilele,,,,Mwamodo,,,The National Alliance
6,Taita Taveta,,,,,26,,Voi,,,,,127,,Kaloleni,,,Omar,,,,Ahmed,,,Orange Democratic Movement
6,Taita Taveta,,,,,26,,Voi,,,,,128,,Marungu,,,Paul Waweru,,,,Mwangi,,,United Republican Party
6,Taita Taveta,,,,,26,,Voi,,,,,129,,Kasigau,,,Abraham Mwambonu,,,,Juma,,,Orange Democratic Movement
6,Taita Taveta,,,,,26,,Voi,,,,,130,,Ngolia,,,Jones Muganga,,,,Solomon,,,Orange Democratic Movement
7,Garissa,,,,,27,,Garissa Township,,,,,131,,Waberi,,,Yussuf Dadle,,,,Dagane,,,Orange Democratic Movement
7,Garissa,,,,,27,,Garissa Township,,,,,132,,Galbet,,,Ibrahim Abdi,,,,Ali,,,Orange Democratic Movement
7,Garissa,,,,,27,,Garissa Township,,,,,133,,Township,,,Abdifatah Kassim,,,,Hussein,,,Orange Democratic Movement
7,Garissa,,,,,27,,Garissa Township,,,,,134,,Iftin,,,Issackmohamed,,,,Shurie,,,The National Alliance
7,Garissa,,,,,28,,Balambala,,,,,135,,Balambala,,,Idris Abdi,,,,Bilal,,,Narc-Kenya
7,Garissa,,,,,28,,Balambala,,,,,136,,Danyere,,,Mohamud Osman,,,,Muhumed,,,Forum For Restoration of Democracy-Kenya
7,Garissa,,,,,28,,Balambala,,,,,137,,Jara Jara,,,Abdi Dekow,,,,Osman,,,Forum For Restoration of Democracy-Kenya
7,Garissa,,,,,28,,Balambala,,,,,138,,Saka,,,Abdirahman Abdullahi,,,,Omar,,,Orange Democratic Movement
7,Garissa,,,,,28,,Balambala,,,,,139,,Sankuri,,,Abdiwahab Suleiman,,,,Baraki,,,Orange Democratic Movement
7,Garissa,,,,,29,,Lagdera,,,,,140,,Modogashe,,,Mahat Abdikadir,,,,Ibrahim,,,The National Alliance
7,Garissa,,,,,29,,Lagdera,,,,,141,,Benane,,,Hashim Dekow,,,,Mohamed,,,The National Alliance
7,Garissa,,,,,29,,Lagdera,,,,,142,,Goreale,,,Abdirahman Mohamed,,,,Idris,,,The National Alliance
7,Garissa,,,,,29,,Lagdera,,,,,143,,Maalimin,,,Ahmed Hussein,,,,Maalim,,,The National Alliance
7,Garissa,,,,,29,,Lagdera,,,,,144,,Sabena,,,Shaffi Mohamed,,,,Odhowa,,,Narc-Kenya
7,Garissa,,,,,29,,Lagdera,,,,,145,,Baraki,,,Mohamed Hassan,,,,Sahal,,,Orange Democratic Movement
7,Garissa,,,,,30,,Dadaab,,,,,146,,Dertu,,,Abdi Ali,,,,Owsahal,,,Wiper Democratic Movement- Kenya
7,Garissa,,,,,30,,Dadaab,,,,,147,,Dadaab,,,Mohamed Abdi,,,,Farah,,,Orange Democratic Movement
7,Garissa,,,,,30,,Dadaab,,,,,148,,Labasigale,,,Mohamedweli Guhat,,,,Dagane,,,Orange Democratic Movement
7,Garissa,,,,,30,,Dadaab,,,,,149,,Damajale,,,Ahmed Noor,,,,Mohamed,,,The National Alliance
7,Garissa,,,,,30,,Dadaab,,,,,150,,Liboi,,,Hussein Ahmed,,,,Bashir,,,Orange Democratic Movement
7,Garissa,,,,,30,,Dadaab,,,,,151,,Abakaile,,,Siyat Abdikarim,,,,Salah,,,Orange Democratic Movement
7,Garissa,,,,,31,,Fafi,,,,,152,,Bura,,,Osman Abdi,,,,Ali,,,United Republican Party
7,Garissa,,,,,31,,Fafi,,,,,153,,Dekaharia,,,Mohamed Aden,,,,Dubow,,,United Republican Party
7,Garissa,,,,,31,,Fafi,,,,,154,,Jarajila,,,Mahat Osman,,,,Ibrahim,,,United Republican Party
7,Garissa,,,,,31,,Fafi,,,,,155,,Fafi,,,Musdaf Abdirashid,,,,Ahmed,,,United Democratic Forum Party
7,Garissa,,,,,31,,Fafi,,,,,156,,Nanighi,,,Nassir Mohamed,,,,Aden,,,United Republican Party
7,Garissa,,,,,32,,Ijara,,,,,157,,Hulugho,,,Mohamed Aden,,,,Ali,,,Wiper Democratic Movement- Kenya
7,Garissa,,,,,32,,Ijara,,,,,158,,Sangailu,,,Abdullahi Mohamed,,,,Buthul,,,Orange Democratic Movement
7,Garissa,,,,,32,,Ijara,,,,,159,,Ijara,,,Mohamed Abdullahi,,,,Abdi,,,United Republican Party
7,Garissa,,,,,32,,Ijara,,,,,160,,Masalani,,,Abubakar Mohamed,,,,Shide,,,The National Vision Party
8,Wajir,,,,,33,,Wajir North,,,,,161,,Gurar,,,Bishar Osman,,,,Licho,,,Narc-Kenya
8,Wajir,,,,,33,,Wajir North,,,,,162,,Bute,,,Ahmed Kulle,,,,Adan,,,Orange Democratic Movement
8,Wajir,,,,,33,,Wajir North,,,,,163,,Korondile,,,Omar Mohamed,,,,Elmi,,,Wiper Democratic Movement- Kenya
8,Wajir,,,,,33,,Wajir North,,,,,164,,Malkagufu,,,Yunis Hudhow,,,,Ahmed,,,Orange Democratic Movement
8,Wajir,,,,,33,,Wajir North,,,,,165,,Batalu,,,Adan Ibrahim,,,,Idhow,,,The National Alliance
8,Wajir,,,,,33,,Wajir North,,,,,166,,Danaba,,,Ibrahim Hassan,,,,Isack,,,National Rainbow Coalition
8,Wajir,,,,,33,,Wajir North,,,,,167,,Godoma,,,Adan Mohamed,,,,Ali,,,Orange Democratic Movement
8,Wajir,,,,,34,,Wajir East,,,,,168,,Wagberi,,,Abdi Kunow,,,,Hassan,,,The National Alliance
8,Wajir,,,,,34,,Wajir East,,,,,169,,Township,,,Abdi Osman,,,,Hassan,,,United Republican Party
8,Wajir,,,,,34,,Wajir East,,,,,170,,Barwago,,,Abdullahi Mohamud,,,,Abikar,,,Orange Democratic Movement
8,Wajir,,,,,34,,Wajir East,,,,,171,,Khorof/Harar,,,Hussein Osman,,,,Ahmed,,,The National Alliance
8,Wajir,,,,,35,,Tarbaj,,,,,172,,Elben,,,Wardere Mohamud,,,,Bule,,,Kenya National Congress
8,Wajir,,,,,35,,Tarbaj,,,,,173,,Sarman,,,Mohamud Gabane,,,,Noor,,,Wiper Democratic Movement- Kenya
8,Wajir,,,,,35,,Tarbaj,,,,,174,,Tarbaj,,,Osman Kurash,,,,Abdille,,,The National Alliance
8,Wajir,,,,,35,,Tarbaj,,,,,175,,Wargadud,,,Abdullahi Ali,,,,Abdi,,,Orange Democratic Movement
8,Wajir,,,,,36,,Wajir West,,,,,176,,Arbajahan,,,Abdirashid Jimale,,,,Salat,,,The National Alliance
8,Wajir,,,,,36,,Wajir West,,,,,177,,Hadado/ Athibohol,,,Mohamed Muhumed,,,,Hassan,,,Forum For Restoration of Democracy-Kenya
8,Wajir,,,,,36,,Wajir West,,,,,178,,Adamasajide,,,Mohamed Mohamud,,,,Osman,,,United Democratic Forum Party
8,Wajir,,,,,36,,Wajir West,,,,,179,,Ganyure/ Wagalla,,,Issack Maow,,,,Abdille,,,Forum For Restoration of Democracy-Kenya
8,Wajir,,,,,37,,Eldas,,,,,180,,Eldas,,,Yasin Abdi,,,,Dagane,,,Muungano Party
8,Wajir,,,,,37,,Eldas,,,,,181,,Della,,,Abdishakur Adan,,,,Mohamed,,,Safina
8,Wajir,,,,,37,,Eldas,,,,,182,,Lakoley South/Basir,,,Adow Kusow,,,,Ibrahim,,,Orange Democratic Movement
8,Wajir,,,,,37,,Eldas,,,,,183,,Elnur/Tula Tula,,,Salat Maalm,,,,Guliye,,,Muungano Party
8,Wajir,,,,,38,,Wajir South,,,,,184,,Benane,,,Hamdi Omar,,,,Aden,,,Wiper Democratic Movement- Kenya
8,Wajir,,,,,38,,Wajir South,,,,,185,,Burder,,,Adan Duale,,,,Kadid,,,Orange Democratic Movement
8,Wajir,,,,,38,,Wajir South,,,,,186,,Dadaja Bulla,,,Husein Adow,,,,Bulley,,,The National Alliance
8,Wajir,,,,,38,,Wajir South,,,,,187,,Habasswein,,,Adan Mohamud,,,,Mohamed,,,Agano Party
8,Wajir,,,,,38,,Wajir South,,,,,188,,Lagboghol South,,,Mursal Omar,,,,Mohamed,,,Narc-Kenya
8,Wajir,,,,,38,,Wajir South,,,,,189,,Ibrahim Ure,,,Osman Mohamed,,,,Abdille,,,Wiper Democratic Movement- Kenya
8,Wajir,,,,,38,,Wajir South,,,,,190,,Diif,,,Warsame Hussein,,,,Keynan,,,United Republican Party
9,Mandera,,,,,39,,Mandera West,,,,,191,,Takaba South,,,Adan Abdi,,,,Nurrow,,,United Republican Party
9,Mandera,,,,,39,,Mandera West,,,,,192,,Takaba,,,Issack Adi,,,,Hassan,,,United Republican Party
9,Mandera,,,,,39,,Mandera West,,,,,193,,Lagsure,,,Hussein Alio,,,,Maalim,,,United Republican Party
9,Mandera,,,,,39,,Mandera West,,,,,194,,Dandu,,,Alinur Hassan,,,,Ali,,,United Republican Party
9,Mandera,,,,,39,,Mandera West,,,,,195,,Gither,,,Adan Mohamed,,,,Abdi,,,United Republican Party
9,Mandera,,,,,40,,Banissa,,,,,197,,Derkhale,,,Mohamedin,,,,Mohamed,,,United Republican Party
9,Mandera,,,,,40,,Banissa,,,,,199,,Malkamari,,,Adan Mohamed,,,,Abdirahman,,,United Republican Party
9,Mandera,,,,,41,,Mandera North,,,,,201,,Ashabito,,,Hadi Madey,,,,Adan,,,United Republican Party
9,Mandera,,,,,41,,Mandera North,,,,,202,,Guticha,,,Abdinasir Abdille,,,,Madey,,,The National Vision Party
9,Mandera,,,,,41,,Mandera North,,,,,203,,Morothile,,,Mohamud Abdi,,,,Omar,,,United Democratic Movement
9,Mandera,,,,,41,,Mandera North,,,,,204,,Rhamu,,,Issack Dahir,,,,Abdi,,,United Republican Party
9,Mandera,,,,,41,,Mandera North,,,,,205,,Rhamu-Dimtu,,,Osman Abdille Sheikh,,,,Ali,,,The National Alliance
9,Mandera,,,,,42,,Mandera South,,,,,207,,Kutulo,,,Abdilatif Adan,,,,Haro,,,United Republican Party
9,Mandera,,,,,42,,Mandera South,,,,,208,,Elwak South,,,Mohamed Abdi,,,,Abrahim,,,United Republican Party
9,Mandera,,,,,42,,Mandera South,,,,,209,,Elwak North,,,Ali Kulane,,,,Alio,,,United Republican Party
9,Mandera,,,,,43,,Mandera East,,,,,211,,Arabia,,,Abdirahman,,,,Ali,,,United Republican Party
9,Mandera,,,,,43,,Mandera East,,,,,212,,Bulla Mpya,,,Robow Mohamed,,,,Hassan,,,United Republican Party
9,Mandera,,,,,43,,Mandera East,,,,,213,,Khalalio,,,Abdinoor Dakane,,,,Rafat,,,United Republican Party
9,Mandera,,,,,43,,Mandera East,,,,,214,,Neboi,,,Abdirahman Haji,,,,Ismail,,,Safina
9,Mandera,,,,,43,,Mandera East,,,,,215,,Township,,,Feisal Abdinoor,,,,Issack,,,United Republican Party
9,Mandera,,,,,44,,Lafey,,,,,216,,Libehia,,,Hussein Maalim,,,,Mohamad,,,The National Alliance
