Same/Different,API Name,API Party,API Place,Contest Type,API Candidate Code,Mz Legal Name,Mz Other Names,Mz Candidate Code,Mz URL,Mz Parties Ever,Mz Aspirant Ever,Mz Politician Ever,Mz ID
Same,GILBERT KASYIMA KIVUNZYO,,Kitui West (constituency),,482823C2-AC6B-E211-A5C8-005056870012,Gilbert Kasyima Kivunzyo,,,http://info.mzalendo.com/person/gilbert-kasyima-kivunzyo/,Independent Aspirant,Aspirant MP at Kitui West (Constituency 2013-),,1982
Same,ASTARIKO INGATI OMBIMA,,Shirere (ward),,869EFB1A-9E6C-E211-A5C8-005056870012,Astariko Ingati Ombima,,,http://info.mzalendo.com/person/astariko-ingati-ombima/,Independent Aspirant,Aspirant Ward Representative at Shirere (Ward 2013-),,11170
Same,GERALD CROTHERS EKWENYE,WIPER DEMOCRATIC MOVEMENT- KENYA,Amukura East (ward),,71CB1755-8E6C-E211-A5C8-005056870012,Gerald Crothers Ekwenye,,,http://info.mzalendo.com/person/gerald-crothers-ekwenye/,Wiper democratic Movement Kenya,Aspirant Ward Representative at Amukura West (Ward 2013-),,3177
Same,FREDRICK KIPKEMBOI,UNITED REPUBLICAN PARTY,Kapsabet (ward),,62F9C93A-C675-E211-A589-005056870012,Fredrick Kipkemboi,,,http://info.mzalendo.com/person/fredrick-kipkemboi/,United Republican Party (URP),Aspirant Ward Representative at Kapsabet (Ward 2013-),,6325
Same,JOSIAH NYAGA NGANDO,ALLIANCE PARTY OF KENYA,Central (ward),,0A10AEB4-C466-E211-A3B9-00505687000D,Josiah Nyaga Ngando,,,http://info.mzalendo.com/person/josiah-nyaga-ngando/,Alliance Party of Kenya (APK),Aspirant Ward Representative at Central (Ward 2013-),,4012
Same,PATRICK MUTURI NDIMI,DEMOCRATIC PARTY OF KENYA,Central (ward),,F6080862-C866-E211-A3B9-00505687000D,Patrick Muturi Ndimi,,,http://info.mzalendo.com/person/patrick-muturi-ndimi/,Democratic Labour Party of Kenya,Aspirant Ward Representative at Central (Ward 2013-),,4013
Same,PATRICK NDWIGA KABUTHI,ORANGE DEMOCRATIC MOVEMENT,Central (ward),,C6FFBDEA-9F6B-E211-A5C8-005056870012,Patrick Ndwiga Kabuthi,,,http://info.mzalendo.com/person/patrick-ndwiga-kabuthi/,Orange Democratic Movement,Aspirant Ward Representative at Central (Ward 2013-),,4015
Same,JUSTIN GITONGA MWANIKI,GRAND NATIONAL UNION,Central (ward),,828448AE-BB66-E211-A3B9-00505687000D,Justin Gitonga Mwaniki,,,http://info.mzalendo.com/person/justin-gitonga-mwaniki/,Grand National Union,Aspirant Ward Representative at Central (Ward 2013-),,4014
Same,PETER NYAGA MICHENI,THE NATIONAL VISION PARTY,Central (ward),,535BA903-FA70-E211-A589-005056870012,Peter Nyaga Micheni,,,http://info.mzalendo.com/person/peter-nyaga-micheni/,The National Vision Party (NVP),Aspirant Ward Representative at Central (Ward 2013-),,4016
Same,STEVE MUNENE MUGENDI,THE NATIONAL ALLIANCE,Central (ward),,4238EDD7-9B67-E211-8158-00505687000D,Steve Munene Mugendi,,,http://info.mzalendo.com/person/steve-munene-mugendi/,The National Alliance (TNA),Aspirant Ward Representative at Central (Ward 2013-),,4009
Same,HENRY KIBET BARNO,KENYA NATIONAL CONGRESS,Tulwet / Chiyat (ward),,8617716A-BA6B-E211-A5C8-005056870012,Henry Kibet Barno,,,http://info.mzalendo.com/person/henry-kibet-barno/,The National Alliance (TNA),Aspirant Ward Representative at Tulwet / Chiyat (Ward 2013-),,11885
Same,FRANCIS IKAHU MENGERE,GRAND NATIONAL UNION,Mugumo - Ini (ward),,DFAE997D-BB66-E211-A3B9-00505687000D,Francis Ikahu Mengere,,,http://info.mzalendo.com/person/francis-ikahu-mengere/,Grand National Union,Aspirant Ward Representative at Mugumo - Ini (Ward 2013-),,9352
Same,JAMES NJOROGE KARIUKI,THE NATIONAL ALLIANCE,Mugumo - Ini (ward),,C1A40DF3-9E67-E211-8158-00505687000D,James Njoroge Kariuki,,,http://info.mzalendo.com/person/james-njoroge-kariuki/,The National Alliance (TNA),Aspirant Ward Representative at Mugumo - Ini (Ward 2013-),,9349
Same,TIRUS F.K. GATHUNGU,KENYA NATIONAL CONGRESS,Mugumo - Ini (ward),,3190820C-8669-E211-B91E-005056870012,Tirus F.K. Gathungu,,,http://info.mzalendo.com/person/tirus-fk-gathungu/,Kenya National Congress,Aspirant Ward Representative at Mugumo - Ini (Ward 2013-),,9350
Same,JOSEPH MWANIKI MUYA,MZALENDO SABA SABA PARTY,Mugumo - Ini (ward),,3896264F-7C6C-E211-A5C8-005056870012,Joseph Mwaniki Muya,,,http://info.mzalendo.com/person/joseph-mwaniki-muya/,Mzalendo Saba Saba Party,Aspirant Ward Representative at Mugumo - Ini (Ward 2013-),,9351
Same,FRANCIS MWANGI NDIRITU,UNITED DEMOCRATIC FORUM PARTY,Central (ward),,96C3426B-4E69-E211-BA98-005056870012,Francis Mwangi Ndiritu,,,http://info.mzalendo.com/person/francis-mwangi-ndiritu/,United Democratic Forum Party (UDF),Aspirant Ward Representative at Central (Ward 2013-),,4001
Same,TONEY OTIENO WERE,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Central (ward),,56683027-0269-E211-9497-005056870012,Toney Otieno Were,,,http://info.mzalendo.com/person/toney-otieno-were/,Forum For The Restoration Of Democracy - Kenya,Aspirant Ward Representative at Central (Ward 2013-),,4003
Same,DAVID MALUKI,NARC-KENYA,Central (ward),,390C740E-F369-E211-B91E-005056870012,David Maluki,,,http://info.mzalendo.com/person/david-maluki/,NARC - Kenya,Aspirant Ward Representative at Central (Ward 2013-),,4007
Same,DANIEL MULWA KAMBUNI,NATIONAL RAINBOW COALITION,Central (ward),,98052A1E-E96A-E211-A5C8-005056870012,Daniel Mulwa Kambuni,,,http://info.mzalendo.com/person/daniel-mulwa-kambuni/,National Rainbow Coalition,Aspirant Ward Representative at Central (Ward 2013-),,4008
Same,JOHN MUSYOKA MATHUI,THE NATIONAL ALLIANCE,Central (ward),,D05F4594-7C69-E211-B91E-005056870012,John Musyoka Mathui,,,http://info.mzalendo.com/person/john-musyoka-mathui/,The National Alliance (TNA),Aspirant Ward Representative at Central (Ward 2013-),,4005
Same,PETER MWANGI MAINA,THE NATIONAL ALLIANCE,Central (ward),,1A507820-7C69-E211-B91E-005056870012,Peter Mwangi Maina,,,http://info.mzalendo.com/person/peter-mwangi-maina/,The National Alliance (TNA),"Aspirant Ward Representative at Mukurwe - Ini West (Ward 2013-), Aspirant Ward Representative at Central (Ward 2013-)",,3999
Same,RICHARD OKOKO OGEMBO,ORANGE DEMOCRATIC MOVEMENT,Central (ward),,E7E205E4-486C-E211-A5C8-005056870012,Richard Okoko Ogembo,,,http://info.mzalendo.com/person/richard-okoko-ogembo/,Orange Democratic Movement,Aspirant Ward Representative at Central (Ward 2013-),,4004
Same,BENARD MWANGANGI MUNYASYA,WIPER DEMOCRATIC MOVEMENT- KENYA,Central (ward),,127F3AD0-D46A-E211-A5C8-005056870012,Benard Mwangangi Munyasya,,,http://info.mzalendo.com/person/benard-mwangangi-munyasya/,Wiper democratic Movement Kenya,Aspirant Ward Representative at Central (Ward 2013-),,4006
Same,JULIUS MURIITHI WANJOHI,,Thegu River (ward),,D6BE1E9A-956B-E211-A5C8-005056870012,Julius Muriithi Wanjohi,,,http://info.mzalendo.com/person/julius-muriithi-wanjohi/,Independent Aspirant,Aspirant Ward Representative at Thegu River (Ward 2013-),,11677
Same (changed party),FIDELIS MUTHAMA SAMUEL,FARMERS PARTY,Mitaboni (ward),,0C7AA634-DA66-E211-A3B9-00505687000D,Fidelis Muthama Samuel,,,http://info.mzalendo.com/person/fidelis-muthama-samuel/,The National Vision Party (NVP),Aspirant Ward Representative at Mitaboni (Ward 2013-),,9037
Same,URBANUS MUTHOKA KATUMO,,Makueni (county),,B685CF0C-606D-E211-A5C8-005056870012,Urbanus Muthoka Katumo,,,http://info.mzalendo.com/person/urbanus-muthoka-katumo/,Independent Aspirant,Aspirant Senator at Makueni (County 2013-),,806
Same,RICHARD NYAKWAKA ADHERE,,Nairobi (county),,483B3283-376C-E211-A5C8-005056870012,Richard Nyakwaka Adhere,,,http://info.mzalendo.com/person/richard-nyakwaka-adhere/,Independent Aspirant,Aspirant Senator at Nairobi (County 2013-),,12457
Same,WANYIRI KIHORO,,Nairobi (county),,019971B8-326D-E211-A5C8-005056870012,Wanyiri Kihoro,,,http://info.mzalendo.com/person/wanyiri-kihoro/,Independent Aspirant,Aspirant Governor at Nairobi (County 2013-),,12464
Same,JANE MWIHAKI GITHAIGA,,Nairobi (county),,A28D78E0-466C-E211-A5C8-005056870012,Jane Mwihaki Githaiga,,,http://info.mzalendo.com/person/jane-mwihaki-githaiga/,Independent Aspirant,Aspirant Women representative at Nairobi (County 2013-),,12472
Same,PHARES OLUOCH KANINDO,,Migori (county),,0295785C-6C6C-E211-A5C8-005056870012,Phares Oluoch Kanindo,,,http://info.mzalendo.com/person/phares-oluoch-kanindo/,Independent Aspirant,Aspirant Senator at Migori (County 2013-),,852
Same,ABONG'O MALIK OBAMA,,Siaya (county),,B27B9806-636C-E211-A5C8-005056870012,Abong'O Malik Obama,,,http://info.mzalendo.com/person/abongo-malik-obama/,Independent Aspirant,Aspirant Governor at Siaya (County 2013-),,998
Same,PHOEBE AKINYI NYAWALO,,Siaya (county),,B0739A2D-DD6B-E211-A5C8-005056870012,Phoebe Akinyi Nyawalo,,,http://info.mzalendo.com/person/phoebe-akinyi-nyawalo/,Independent Aspirant,Aspirant Women representative at Siaya (County 2013-),,1004
Same,MEDO LUKE CALVINS MISAMA,,Homa Bay (county),,03F586DE-4B6C-E211-A5C8-005056870012,Medo Luke Calvins Misama,,,http://info.mzalendo.com/person/medo-luke-calvins-misama/,Independent Aspirant,Aspirant Senator at Homa Bay (County 2013-),,586
Same,PHILIP OCHIENG' AUKO,,Homa Bay (county),,2813C630-596C-E211-A5C8-005056870012,Philip Ochieng' Auko,,,http://info.mzalendo.com/person/philip-ochieng-auko/,Independent Aspirant,Aspirant Governor at Homa Bay (County 2013-),,583
Same,LENNO MWAMBURA MBAGA,,Kilifi (county),,E8E22CAD-BA6B-E211-A5C8-005056870012,Lenno Mwambura Mbaga,,,http://info.mzalendo.com/person/lenno-mwambura-mbaga/,Independent Aspirant,Aspirant Governor at Kilifi (County 2013-),,666
Same,JARED WAUDO WANGIA,,Kakamega (county),,1C8FF556-256D-E211-A5C8-005056870012,Jared Waudo Wangia,,,http://info.mzalendo.com/person/jared-waudo-wangia/,Independent Aspirant,Aspirant Governor at Kakamega (County 2013-),,618
Same,ANDREW SUNKULI LETEIPA,,Narok (county),,EA754A27-5E6C-E211-A5C8-005056870012,Andrew Leteipa ole Sunkuli,Andrew Sunkuli Leteipa,,http://info.mzalendo.com/person/andrew-sunkuli/,Independent Aspirant,Aspirant Senator at Narok (County 2013-),,448
Same,DANIEL TALENGO KIPTUNEN,,Narok (county),,B4CF866D-556D-E211-A5C8-005056870012,Daniel Talengo Kiptunen,,,http://info.mzalendo.com/person/daniel-talengo-kiptunen/,Independent Aspirant,Aspirant Governor at Narok (County 2013-),,915
Same,CHEROTICH MERCY TEMBUR,,Narok (county),,6C880FF2-516D-E211-A5C8-005056870012,Cherotich Mercy Tembur,,,http://info.mzalendo.com/person/cherotich-mercy-tembur/,Independent Aspirant,Aspirant Women representative at Narok (County 2013-),,923
Same,DENNIS ADONGO APOPO,,Funyula (constituency),,28C8FADC-776C-E211-A5C8-005056870012,Dennis Adongo Apopo,,,http://info.mzalendo.com/person/dennis-adongo-apopo/,Independent Aspirant,Aspirant MP at Funyula (Constituency 2013-),,1467
Same,JOSEPH ISAAC ADONGO,,Funyula (constituency),,8CD6FD40-836C-E211-A5C8-005056870012,Joseph Isaac Adongo,,,http://info.mzalendo.com/person/joseph-isaac-adongo/,Independent Aspirant,Aspirant MP at Funyula (Constituency 2013-),,1468
Same,ROBERT NELSON NGETHE,,Kiambaa (constituency),,F59B5814-9D6B-E211-A5C8-005056870012,Robert Nelson Ngethe,,,http://info.mzalendo.com/person/robert-nelson-ngethe/,Independent Aspirant,Aspirant MP at Kiambaa (Constituency 2013-),,1774
Same,JOSEPH KAMAU KIMANI,,Bahati (constituency),,A616C9A7-9D6C-E211-A5C8-005056870012,Joseph Kamau Kimani,,,http://info.mzalendo.com/person/joseph-kamau-kimani/,Independent Aspirant,Aspirant MP at Bahati (Constituency 2013-),,1178
Same,PHILIP KIMUTAI KIBOR,,Soy (constituency),,FE3F832B-1C6C-E211-A5C8-005056870012,Philip Kimutai Kibor,,,http://info.mzalendo.com/person/philip-kimutai-kibor/,Independent Aspirant,Aspirant MP at Soy (Constituency 2013-),,2815
Same,JONATHAN ORIDO ODHIAMBO,,Gem (constituency),,539169B7-8E6C-E211-A5C8-005056870012,Jonathan Orido Odhiambo,,,http://info.mzalendo.com/person/jonathan-orido-odhiambo/,Independent Aspirant,Aspirant MP at Gem (Constituency 2013-),,1524
Same,MARKSEN WAFULA MASINDE,,Likuyani (constituency),,607B3496-726C-E211-A5C8-005056870012,Marksen Wafula Masinde,,,http://info.mzalendo.com/person/marksen-wafula-masinde/,Independent Aspirant,Aspirant MP at Likuyani (Constituency 2013-),,2122
Same,JOHN WANYONYI KARAMOJA,,Cherangany (constituency),,1A7C7670-0A6E-E211-A5C8-005056870012,John Wanyonyi Karamoja,,,http://info.mzalendo.com/person/john-wanyonyi-karamoja/,Independent Aspirant,Aspirant MP at Cherangany (Constituency 2013-),,1355
Same,WESLEY KIPCHUMBA KORIR,,Cherangany (constituency),,74578902-0B6E-E211-A5C8-005056870012,Wesley Kipchumba Korir,,,http://info.mzalendo.com/person/wesley-kipchumba-korir/,Independent Aspirant,Aspirant MP at Cherangany (Constituency 2013-),,1356
Same,ERNEST KONDE FONDO,REPUBLICAN CONGRESS PARTY OF KENYA,Kaloleni (constituency),,B3168294-766C-E211-A5C8-005056870012,Ernest Konde Fondo,,,http://info.mzalendo.com/person/ernest-konde-fondo/,Independent Aspirant,Aspirant MP at Kaloleni (Constituency 2013-),,1684
Same,DANIEL MARANGO KUNIKINA,,Sirisia (constituency),,168C07D5-F36D-E211-A5C8-005056870012,Daniel Marango Kunikina,,,http://info.mzalendo.com/person/daniel-marango-kunikina/,Independent Aspirant,Aspirant MP at Sirisia (Constituency 2013-),,2783
Same,FREDRICK OMONDI GOMBE,,Kibra (constituency),,10D42518-076D-E211-A5C8-005056870012,Fredrick Omondi Gombe,,,http://info.mzalendo.com/person/fredrick-omondi-gombe/,Independent Aspirant,Aspirant MP at Kibra (Constituency 2013-),,12490
Same,CHRISPUS KILIKO MUSYOKA,,Mwingi Central (constituency),,AF5D7636-9D6B-E211-A5C8-005056870012,Chrispus Kiliko Musyoka,,,http://info.mzalendo.com/person/chrispus-kiliko-musyoka/,Independent Aspirant,Aspirant MP at Mwingi Central (Constituency 2013-),,2459
Same,JOSEPH MUSEE KULA,,Mwingi Central (constituency),,603EEA6B-556C-E211-A5C8-005056870012,Joseph Musee Kula,,,http://info.mzalendo.com/person/joseph-musee-kula/,Independent Aspirant,Aspirant MP at Mwingi Central (Constituency 2013-),,2458
Same,CALIPH KIPTANUI KOECH,,Bureti (constituency),,E4B91586-396C-E211-A5C8-005056870012,Caliph Kiptanui Koech,,,http://info.mzalendo.com/person/caliph-kiptanui-koech/,Independent Aspirant,Aspirant MP at Bureti (Constituency 2013-),,1306
Same,NEBART BERNARD MURIUKI,,Mbeere South (constituency),,5AE25A3D-606C-E211-A5C8-005056870012,Nebart Bernard Muriuki,,,http://info.mzalendo.com/person/nebart-bernard-muriuki/,Independent Aspirant,Aspirant MP at Mbeere South (Constituency 2013-),,2340
Same,ERICK TAABU OYUGI,,Embakasi Central (constituency),,0260644A-376C-E211-A5C8-005056870012,Erick Taabu Oyugi,,,http://info.mzalendo.com/person/erick-taabu-oyugi/,Independent Aspirant,Aspirant MP at Embakasi Central (Constituency 2013-),,1390
Same,MOSES NGATIA GITONGAH,,Gilgil (constituency),,9E443F07-646C-E211-A5C8-005056870012,Moses Ngatia Gitongah,,,http://info.mzalendo.com/person/moses-ngatia-gitongah/,Independent Aspirant,Aspirant MP at Gilgil (Constituency 2013-),,1538
Same,PATRICK MWEU MUSIMBA,,Kibwezi West (constituency),,81508731-F86A-E211-A5C8-005056870012,Patrick Mweu Musimba,,,http://info.mzalendo.com/person/patrick-mweu-musimba/,Independent Aspirant,Aspirant MP at Kibwezi West (Constituency 2013-),,1804
Same,JOSEPH MUIRURI NDUNGU,,Lari (constituency),,6F083BA2-836B-E211-A5C8-005056870012,Joseph Muiruri Ndungu,,,http://info.mzalendo.com/person/joseph-muiruri-ndungu/,Independent Aspirant,Aspirant MP at Lari (Constituency 2013-),,2107
Same,KARIUKI JOTHAM WANJOHI,,Mukurweini (constituency),,8F24CE21-786B-E211-A5C8-005056870012,Kariuki Jotham Wanjohi,,,http://info.mzalendo.com/person/kariuki-jotham-wanjohi/,Independent Aspirant,Aspirant MP at Mukurweini (Constituency 2013-),,2410
Same,LOISE WANJIRU GATHIRIMU,,Mukurweini (constituency),,7DF7E0DA-6A6C-E211-A5C8-005056870012,Loise Wanjiru Gathirimu,,,http://info.mzalendo.com/person/loise-wanjiru-gathirimu/,Independent Aspirant,Aspirant MP at Mukurweini (Constituency 2013-),,2409
Same,PETER SHISIA LWANGA,,Mumias East (constituency),,ABDC1E81-926C-E211-A5C8-005056870012,Peter Shisia Lwanga,,,http://info.mzalendo.com/person/peter-shisia-lwanga/,Independent Aspirant,Aspirant MP at Mumias East (Constituency 2013-),,2418
Same,DANIEL MAHIRI GICHAGA,,Naivasha (constituency),,6AE9A16F-9B6C-E211-A5C8-005056870012,Daniel Mahiri Gichaga,,,http://info.mzalendo.com/person/daniel-mahiri-gichaga/,Independent Aspirant,Aspirant MP at Naivasha (Constituency 2013-),,2480
Same,EPEGA ROBERT KIPKEMBOI,REPUBLICAN CONGRESS PARTY OF KENYA,Langata (constituency),,697AB9F7-9467-E211-8158-00505687000D,Epega Robert Kipkemboi,,,http://info.mzalendo.com/person/epega-robert-kipkemboi/,Independent Aspirant,Aspirant MP at Langata (Constituency 2013-),,12506
Same,ALFRED AKISA OJAJU,,Nyali (constituency),,9E904C4C-746B-E211-A5C8-005056870012,Alfred Akisa Ojaju,,,http://info.mzalendo.com/person/alfred-akisa-ojaju/,Independent Aspirant,Aspirant MP at Nyali (Constituency 2013-),,2595
Same,PHILIP NZAU KIMANTHI,,Msambweni (constituency),,C8857424-EB6A-E211-A5C8-005056870012,Philip Nzau Kimanthi,,,http://info.mzalendo.com/person/philip-nzau-kimanthi/,Independent Aspirant,Aspirant MP at Msambweni (Constituency 2013-),,2382
Same,PATRICK K NGUGI,,Changamwe (constituency),,F44F808D-E66A-E211-A5C8-005056870012,Patrick K Ngugi,,,http://info.mzalendo.com/person/patrick-k-ngugi/,Independent Aspirant,Aspirant MP at Changamwe (Constituency 2013-),,1339
Same,ZACHARIAH MUSUNDI,,Lurambi (constituency),,CE735A0B-A56C-E211-A5C8-005056870012,Zachariah Musundi,,,http://info.mzalendo.com/person/zachariah-musundi/,Independent Aspirant,Aspirant MP at Lurambi (Constituency 2013-),,2167
Same,CHARLES MWANGI WAITURU,,Kasarani (constituency),,DF07C811-8E6C-E211-A5C8-005056870012,Charles Mwangi Waituru,,,http://info.mzalendo.com/person/charles-mwangi-waituru/,Independent Aspirant,Aspirant MP at Kasarani (Constituency 2013-),,12517
Same,SAMUEL MWANIKI MAINA,,Mathioya (constituency),,CE90E776-496C-E211-A5C8-005056870012,Samuel Mwaniki Maina,,,http://info.mzalendo.com/person/samuel-mwaniki-maina/,Independent Aspirant,Aspirant MP at Mathioya (Constituency 2013-),,2288
Same,JOHN MWANGI CHEGE,,Mathioya (constituency),,CE8B2EE2-666C-E211-A5C8-005056870012,John Mwangi Chege,,,http://info.mzalendo.com/person/john-mwangi-chege/,Independent Aspirant,Aspirant MP at Mathioya (Constituency 2013-),,2287
Same,MOSES WACHAGA,,Kabete (constituency),,94D4BADE-916B-E211-A5C8-005056870012,Moses Wachaga,,,http://info.mzalendo.com/person/moses-wachaga/,Independent Aspirant,Aspirant MP at Kabete (Constituency 2013-),,1622
Same,STANLEY KAMAU WANJIKU,,Kabete (constituency),,9409ADA2-E86A-E211-A5C8-005056870012,Stanley Kamau Wanjiku,,,http://info.mzalendo.com/person/stanley-kamau-wanjiku/,Independent Aspirant,Aspirant MP at Kabete (Constituency 2013-),,1621
Same,MICKEY OGUNA OKEYO,,Mbita (constituency),,6734E259-A06C-E211-A5C8-005056870012,Mickey Oguna Okeyo,,,http://info.mzalendo.com/person/mickey-oguna-okeyo/,Independent Aspirant,Aspirant MP at Mbita (Constituency 2013-),,2347
Same,BONIFACE GATOBU GATOBU,,Buuri (constituency),,3F10C350-266A-E211-B91E-005056870012,Boniface Gatobu Gatobu,,,http://info.mzalendo.com/person/boniface-gatobu-gatobu/,Independent Aspirant,Aspirant MP at Buuri (Constituency 2013-),,1322
Same,FERDINARD N. OJUKUWU WANANGWE,,Dagoretti North (constituency),,F99E3B16-836C-E211-A5C8-005056870012,Ferdinard N. Ojukuwu Wanangwe,,,http://info.mzalendo.com/person/ferdinard-n-ojukuwu-wanangwe/,Independent Aspirant,Aspirant MP at Dagoretti North (Constituency 2013-),,12526
Same,CONSTANTINE OGUNGA OBUYA,,Budalangi (constituency),,A97BCC3C-9E6C-E211-A5C8-005056870012,Constantine Ogunga Obuya,,,http://info.mzalendo.com/person/constantine-ogunga-obuya/,Independent Aspirant,Aspirant MP at Budalangi (Constituency 2013-),,1279
Same,GEORGE MWANGI GATIAGA MAINA,,Kiharu (constituency),,CFE4D21D-7D6C-E211-A5C8-005056870012,George Mwangi Gatiaga Maina,,,http://info.mzalendo.com/person/george-mwangi-gatiaga-maina/,Independent Aspirant,Aspirant MP at Kiharu (Constituency 2013-),,1825
Same,MOSES WAFULA SIFUNA,,Tongaren (constituency),,6ECE05F3-9B6C-E211-A5C8-005056870012,Moses Wafula Sifuna,,,http://info.mzalendo.com/person/moses-wafula-sifuna/,Independent Aspirant,Aspirant MP at Tongaren (Constituency 2013-),,2908
Same,ROBERT OCHIENG OCHUKA,,Roysambu (constituency),,ACE3D916-6A6C-E211-A5C8-005056870012,Robert Ochieng Ochuka,,,http://info.mzalendo.com/person/robert-ochieng-ochuka/,Independent Aspirant,Aspirant MP at Roysambu (Constituency 2013-),,2700
Same,ELIJAH MAWIRAH KITHINJI,,Igambang'ombe (ward),,A0105A3B-D86B-E211-A5C8-005056870012,Elijah Mawirah Kithinji,,,http://info.mzalendo.com/person/elijah-mawirah-kithinji/,Independent Aspirant,Aspirant Ward Representative at Igambang'ombe (Ward 2013-),,5441
Same,PAVROS NJUGUNA GICHOYA,,Subukia (ward),,8A1D804B-E56B-E211-A5C8-005056870012,Pavros Njuguna Gichoya,,,http://info.mzalendo.com/person/pavros-njuguna-gichoya/,Independent Aspirant,Aspirant Ward Representative at Subukia (Ward 2013-),,11486
Same,MALIK MZEE MWABONDO,,Mkomani (ward),,2FDFB1E3-7C6B-E211-A5C8-005056870012,Malik Mzee Mwabondo,,,http://info.mzalendo.com/person/malik-mzee-mwabondo/,Independent Aspirant,Aspirant Ward Representative at Mkomani (Ward 2013-),,9088
Same,ERICK ODHIAMBO OKECH,,Homa Bay West (ward),,2DD1FCD6-B26B-E211-A5C8-005056870012,Erick Odhiambo Okech,,,http://info.mzalendo.com/person/erick-odhiambo-okech/,Independent Aspirant,Aspirant Ward Representative at Homa Bay West (Ward 2013-),,5319
Same,ALEX KIPCHIRCHIR SAWE,,Kaptagat (ward),,D8695E1F-016E-E211-A5C8-005056870012,Alex Kipchirchir Sawe,,,http://info.mzalendo.com/person/alex-kipchirchir-sawe/,Independent Aspirant,Aspirant Ward Representative at Kaptagat (Ward 2013-),,6372
Same,CHARLES MUOKI NZIOKA,,Tulimani (ward),,82508731-F86A-E211-A5C8-005056870012,Charles Muoki Nzioka,,,http://info.mzalendo.com/person/charles-muoki-nzioka/,Independent Aspirant,Aspirant Ward Representative at Tulimani (Ward 2013-),,11879
Same,DOMINIC NYABERI BOTA,,Bokeira (ward),,9881F038-876D-E211-A5C8-005056870012,Dominic Nyaberi Bota,,,http://info.mzalendo.com/person/dominic-nyaberi-bota/,Independent Aspirant,Aspirant Ward Representative at Bokeira (Ward 2013-),,3614
Same,GEOFFREY NJAMBA KAMAU,,Kabatini (ward),,FE21D203-A46C-E211-A5C8-005056870012,Geoffrey Njamba Kamau,,,http://info.mzalendo.com/person/geoffrey-njamba-kamau/,Independent Aspirant,Aspirant Ward Representative at Kabatini (Ward 2013-),,5753
Same,PAUL MUTURI NJOROGE,,Kabatini (ward),,0C788369-A06C-E211-A5C8-005056870012,Paul Muturi Njoroge,,,http://info.mzalendo.com/person/paul-muturi-njoroge/,Independent Aspirant,Aspirant Ward Representative at Kabatini (Ward 2013-),,5751
Same,DANIEL NGA'NG'A KAMAU,,Kabatini (ward),,B2EFB6CD-A26C-E211-A5C8-005056870012,Daniel Nga'Ng'A Kamau,,,http://info.mzalendo.com/person/daniel-nganga-kamau/,Independent Aspirant,Aspirant Ward Representative at Kabatini (Ward 2013-),,5752
Same,SALMA AMMRI FUNDI,REPUBLICAN CONGRESS PARTY OF KENYA,Tezo (ward),,6F9ECC7A-9567-E211-8158-00505687000D,Salma Ammri Fundi,,,http://info.mzalendo.com/person/salma-ammri-fundi/,Independent Aspirant,Aspirant Ward Representative at Tezo (Ward 2013-),,11638
Same,JOSEPH MUNGA MWANGI,,Kiru (ward),,4EE11904-AB6B-E211-A5C8-005056870012,Joseph Munga Mwangi,,,http://info.mzalendo.com/person/joseph-munga-mwangi/,Independent Aspirant,Aspirant Ward Representative at Kiru (Ward 2013-),,7279
Same,STEPHEN KARIUNGI KIMOTHO,,Leshau / Pondo (ward),,10702A63-8E6C-E211-A5C8-005056870012,Stephen Kariungi Kimotho,,,http://info.mzalendo.com/person/stephen-kariungi-kimotho/,Independent Aspirant,Aspirant Ward Representative at Leshau / Pondo (Ward 2013-),,7832
Same,PAUL SICHANGI MAKHANU,,Bukembe East (ward),,EC46E4BC-916E-E211-A5C8-005056870012,Paul Sichangi Makhanu,,,http://info.mzalendo.com/person/paul-sichangi-makhanu/,Independent Aspirant,Aspirant Ward Representative at Bukembe East (Ward 2013-),,3767
Same,GEORGE MASAVU MWINZI,,Ndithini (ward),,6A5B5763-7F6B-E211-A5C8-005056870012,George Masavu Mwinzi,,,http://info.mzalendo.com/person/george-masavu-mwinzi/,Independent Aspirant,Aspirant Ward Representative at Ndithini (Ward 2013-),,9980
Same,DANIEL NJUGUNA NYONGO,,Weru (ward),,96132718-726C-E211-A5C8-005056870012,Daniel Njuguna Nyongo,,,http://info.mzalendo.com/person/daniel-njuguna-nyongo/,Independent Aspirant,Aspirant Ward Representative at Weru (Ward 2013-),,12232
Same,JOSEPH NDERITU MWANGI,,Turi (ward),,D5B10B32-576D-E211-A5C8-005056870012,Joseph Nderitu Mwangi,,,http://info.mzalendo.com/person/joseph-nderitu-mwangi/,Independent Aspirant,Aspirant Ward Representative at Turi (Ward 2013-),,11891
Same,SAMWEL NJOROGE MUKORA,,Ithiru (ward),,3A9A6371-F56A-E211-A5C8-005056870012,Samwel Njoroge Mukora,,,http://info.mzalendo.com/person/samwel-njoroge-mukora/,Independent Aspirant,Aspirant Ward Representative at Ithiru (Ward 2013-),,5642
Same,PETERSON IRERI KIURA,,Mavuria (ward),,8823D6D1-086A-E211-B91E-005056870012,Peterson Ireri Kiura,,,http://info.mzalendo.com/person/peterson-ireri-kiura/,Independent Aspirant,Aspirant Ward Representative at Mavuria (Ward 2013-),,8774
