"old_url","old_node_id","committee_meeting_id"
"/report/20120223-briefing-minister-finance-201213-national-budget/feed",30706,14002
"/report/20120224-discussion-and-adoption-committee-first-term-programme-discussion-ove/feed",30707,14003
"/report/20120224-committee-report-public-hearings-mining-charter/feed",30745,14004
"/report/20120224-committee-report-2011-public-submissions-committee-programme/feed",30747,14005
"/report/20120228-report-back-monitoring-task-team-department-communications-south-afri/feed",30749,14006
"/report/20120228-hearing-annual-report-financial-statements-201011-financial-year-depa/feed",30750,14007
"/report/20120228-briefing-department-quarterly-expenditure/feed",30751,14008
"/report/20120228-strategic-plans-annual-performance-plans-municipal-demarcation-board-/feed",30752,14009
"/report/20120228-consideration-and-adoption-outstanding-committee-minutes-and-ghana-re/feed",30753,14010
"/report/20120228-departments-energy-public-enterprises-justice-salga-transnet-and-esko/feed",30754,14011
"/report/20120228-department-public-works-turnaround-strategy-department-briefing-2nd-e/feed",30755,14012
"/report/20120228-consideration-and-possible-adoption-outstanding-committee-minutes-and/feed",30756,14013
"/report/20120228-south-african-police-service-proclamation-no41-42-43-45-and-47-adopti/feed",30757,14014
"/report/20120228-public-hearings-201213-fiscal-framework-and-revenue-proposals/feed",30758,14015
"/report/20120228-department-water-affairs-response-sona-progress-dwa-response-governme/feed",30760,14016
"/report/20120228-division-revenue-bill-national-treasury-financial-and-fiscal-commissi/feed",30761,14017
"/report/20120228-committee-programme-consideration-and-adoption-reports-presentation-b/feed",30762,14018
"/report/20120228-department-public-enterprises-legislative-and-policy-challenges-hinde/feed",30763,14019
"/report/20120228-department-home-affairs-performances-and-expenditures-forthird-quarte/feed",30765,14020
"/report/20120228-consideration-and-adoption-eastern-cape-and-western-cape-oversight-re/feed",30766,14021
"/report/20120228-draft-report-oversight-visit-western-cape-farms-23-27-january-2012/feed",30768,14022
"/report/20120228-department-social-development-issues-emanating-state-nation-address-p/feed",30769,14023
"/report/20120228-south-african-sport-confederation-olympic-committee-preparations-2012/feed",30770,14024
"/report/20120228-department-transport-restructuring-road-accident-fund-get-it-aligned-/feed",30771,14025
"/report/20120228-department-agriculture-forestry-and-fisheries-daff-its-3rd-quarter-ex/feed",30772,14026
"/report/20120228-public-protector-draft-rules-relating-investigations-public-protector/feed",30773,14027
"/report/20120228-presentation-southern-africa-tourism-services-association-satsa-touri/feed",30774,14028
"/report/20120228-further-briefing-ministry-state-security-agency-general-intelligence-/feed",30775,14029
"/report/20120229-trollip-proposal-amend-executive-members-ethics-act-1998-act-92-1998/feed",30785,14030
"/report/20120229-state-diamond-trader-and-south-african-diamonds-and-precious-metals-r/feed",30787,14031
"/report/20120224-minister-trade-and-industry-state-nation-address-budget-national-lott/feed",30790,14032
"/report/20120229-interaction-department-correctional-services-and-labour-unions-progre/feed",30791,14033
"/report/20120229-council-scientific-and-industrial-research-csir-their-contribution-co/feed",30792,14034
"/report/20120229-briefing-minister-higher-education-and-training-green-paper-post-scho/feed",30793,14035
"/report/20120229-national-planning-commission-all-issues-relating-pursuance-low-carbon/feed",30794,14036
"/report/20120229-department-human-settlements-its-response-issues-emanating-state-nati/feed",30795,14037
"/report/20120229-public-hearings-201213-fiscal-framework-and-revenue-proposals/feed",30800,14038
"/report/20120229-minister-public-service-department-public-service-recruitment-strateg/feed",30802,14039
"/report/20120229-comment-2012-division-revenue-bill-department-basic-education-departm/feed",30803,14040
"/report/20120229-commission-gender-equality-response-2012-state-nation-address/feed",30804,14041
"/report/20120229-department-science-and-technology-dst-update-energy-grand-challenge/feed",30805,14042
"/report/20120229-department-trade-industry-proposed-policy-changes-broad-based-black-e/feed",30806,14043
"/report/20120229-workshop-processes-regarding-regional-intergration/feed",30807,14044
"/report/20120228-report-oversight-visit-western-cape/feed",30839,14046
"/report/20120229-department-labour-strategic-plan-2012-briefing/feed",30837,14045
"/report/20120229-national-student-financial-aid-scheme-201011-annual-report-committee-/feed",30843,14047
"/report/20120229-deliberations-request-public-protector-terms-section-25-public-protec/feed",30847,14048
"/report/20120229-briefing-department-rural-development-and-land-reform-matters-raised-/feed",30849,14049
"/report/20120301-information-sharing-session-one-victims-fukushima-nuclear-disaster-ja/feed",30866,14050
"/report/20120302-rental-housing-amendment-bill-b21-2011-briefing-redrafted-version/feed",30873,14051
"/report/20120301-committee-programme/feed",30893,14052
"/report/20120302-consideration-committees-draft-report-2012-division-revenue-bill/feed",30897,14053
"/report/20120302-department-energy-response-state-nation-address-budget-speech/feed",30917,14054
"/report/20120301-finance-committee-report-2012-fiscal-framework-and-revenue-proposals/feed",30920,14055
"/report/20120306-department-correctional-services-dcs-its-sept-–-dec-2011-quarterly-fi/feed",30951,14056
"/report/20120306-sabc-auditor-generals-recommendations-and-progress-special-investigat/feed",30952,14057
"/report/20120306-department-energy-cleaner-fuels-2-programme-status-promulgation-speci/feed",30953,14058
"/report/20120306-professor-amman-biotechnology-scientist-doctor-n-h-obokor-ceo-africab/feed",30954,14059
"/report/20120306-hearing-road-traffic-management-corporation-annual-report-and-financi/feed",30955,14060
"/report/20120306-annual-budget-vote-hearings-department-environmental-affairs-budget-2/feed",30956,14061
"/report/20120306-south-african-police-service-saps-its-quarterly-financial-reports/feed",30957,14062
"/report/20120306-department-social-development-signed-international-agreements/feed",30959,14063
"/report/20120306-ministers-economic-development-and-higher-education-developments-rela/feed",30960,14064
"/report/20120306-department-human-settlements-their-2012-strategic-plan-and-issues-rai/feed",30961,14065
"/report/20120306-department-home-affairs-plans-progress-and-budgets-large-information-/feed",30962,14066
"/report/20120306-training-national-treasury-interrogation-strategic-plans-and-annual-p/feed",30963,14067
"/report/20120306-response-findings-auditor-general-existing-vacancies-department-healt/feed",30964,14068
"/report/20120306-commission-promotion-and-protection-rights-crl-rights-commission-its-/feed",30966,14069
"/report/20120306-human-sciences-research-council-hsrc-literacy-and-numeracy-research-p/feed",30967,14070
"/report/20120306-tourism-business-council-south-africa-tbcsa-tourism-growth-developmen/feed",30968,14071
"/report/20120306-department-public-enterprises-their-strategic-plan-and-budget-vote/feed",30969,14072
"/report/20120306-industrial-development-corporation-job-sector-green-economy-and-new-g/feed",30970,14073
"/report/20120306-department-agriculture-forestry-and-fisheries-their-strategic-plan-an/feed",30971,14074
"/report/20120306-department-labour-status-departments-public-private-partnership/feed",30972,14075
"/report/20120306-national-lottery-south-african-national-armature-boxing-organisation-/feed",30973,14076
"/report/20120306-meeting-delegation-swedish-committee-constitution/feed",30974,14077
"/report/20120307-protection-state-information-bill-b6b-2010-report-back-provincial-pub/feed",30977,14079
"/report/20120307-police-performance-systems-south-africa-police-service-amendment-bill/feed",30979,14080
"/report/20120306-election-national-assembly-member-equality-review-commission/feed",30982,14081
"/report/20120307-presentation-sub-committee-gambling-report-gambling-review-commission/feed",30987,14082
"/report/20120307-consideration-and-adoption-draft-amendments-list-list-south-african-l/feed",30988,14083
"/report/20120307-public-service-and-services-sector-education-training-authorities-ann/feed",30989,14084
"/report/20120307-ministers-public-service-and-labour-public-service-coordinating-barga/feed",30990,14085
"/report/20120307-minister-higher-education-and-training-green-paper-post-school-educat/feed",30991,14086
"/report/20120307-department-health-progress-made-regard-implementation-domestic-violen/feed",30992,14087
"/report/20120307-judicial-inspectorate-correctional-services-its-sept-dec-2011-quarter/feed",30993,14088
"/report/20120307-consideration-and-adoption-committee-minutes-and-report-state-owned-e/feed",30995,14089
"/report/20120307-department-health-progress-made-regard-implementation-domestic-viol-0/feed",30996,14090
"/report/20120307-department-public-enterprises-its-strategic-plan-2012/feed",30997,14091
"/report/20120307-annual-budget-vote-hearings-department-environmental-affairs-budget-2/feed",30998,14092
"/report/20120307-department-science-and-technology-dst-update-grand-challenge/feed",30999,14093
"/report/20120307-department-human-settlements-their-strategic-plan-2012-13-responses-d/feed",31000,14094
"/report/20120307-further-deliberations-second-and-third-quarter-expenditure-trends-out/feed",31001,14095
"/report/20120307-consideration-proposed-amendments-military-ombud-bill-b9b-2011-consid/feed",31002,14096
"/report/20120307-adoption-committees-report-2012-division-revenue-bill/feed",31003,14097
"/report/20120307-department-trade-and-industry-gambling-review-report/feed",31004,14098
"/report/20120307-mine-health-and-safety-inspectorate-201011-annual-report/feed",31035,14099
"/report/20120307-domestic-violence-act-implementation-report-deputy-minister-departmen/feed",31037,14100
"/report/20120307-ferrostaal-document-legal-opinion-vote-committee-report-gambling-revi/feed",31042,14101
"/report/20120307-trollip-proposal-amend-executive-members-ethics-act-finalisation-smal/feed",31044,14102
"/report/20120307-security-related-activities-business-abroad-involvement-south-african/feed",31046,14103
"/report/20120307-first-briefing-traditional-courts-bill/feed",31051,14104
"/report/20120307-revised-code-conduct-mps-2011-committee-annual-report/feed",31064,14105
"/report/20120308-consideration-and-adoption-committee-programme-and-outstanding-commit/feed",31075,14106
"/report/20120309-consideration-strategic-plans-government-communication-media-developm/feed",31076,14107
"/report/20120309-meeting-finland-members-parliament/feed",31077,14108
"/report/20120309-national-treasury-division-revenue-bill-b4-2012/feed",31078,14109
"/report/20120309-deliberation-briefings-ministry-state-security-agency-general-intelli/feed",31079,14110
"/report/20120313-consideration-department-communications-strategic-plan-201213/feed",31129,14111
"/report/20120313-department-energy-their-third-quarter-performance-report-201112/feed",31130,14112
"/report/20120313-annual-budget-vote-hearings-department-environmental-affairs-budget-2/feed",31131,14113
"/report/20120313-south-african-police-service-saps-allegations-relating-promotions/feed",31132,14114
"/report/20120313-dot-strategic-plan-2012-presentation/feed",31133,14115
"/report/20120313-consideration-outstanding-committee-minutes-and-oversight-reports/feed",31134,14116
"/report/20120313-hearing-annual-report-and-financial-statements-transnet-201011-year-e/feed",31135,14117
"/report/20120313-sa-tourism-strategic-plan-5-year-period-201213-201617-and-high-annual/feed",31136,14118
"/report/20120313-department-labour-and-compensation-fund-their-strategic-plan-201213/feed",31137,14119
"/report/20120313-mineral-resources-2012-sona-response/feed",31138,14120
"/report/20120313-correctional-supervision-parole-status-report-department-correctional/feed",31139,14121
"/report/20120313-human-settlements-entities-their-strategic-plan-2012-13/feed",31140,14122
"/report/20120313-consideration-and-adoption-draft-2nd-and-3rd-term-programmes-namely-c/feed",31141,14123
"/report/20120313-department-home-affairs-strategic-plan-and-budget-2012/feed",31143,14124
"/report/20120313-public-hearings-budget-and-strategic-plan-national-department-public-/feed",31144,14125
"/report/20120313-budget-review-education-labour-relations-council-including-strategic-/feed",31145,14126
"/report/20120313-national-treasury-double-taxation-agreements/feed",31146,14127
"/report/20120313-international-trade-administration-commission-south-africa-itac-and-c/feed",31147,14128
"/report/20120313-consideration-and-adoption-draft-committee-report-strategic-plan-and-/feed",31148,14129
"/report/20120313-strategic-plan-201213-201617-department-agriculture-forestry-and-fish/feed",31149,14130
"/report/20120313-department-sport-and-recreation-their-budget-vote-and-strategic-plan-/feed",31150,14131
"/report/20120313-consideration-and-adoption-committee-report-oversight-visit-eastern-c/feed",31151,14132
"/report/20120313-public-hearings-national-health-amendment-bill-b24-2011/feed",31152,14133
"/report/20120313-drafting-committees-annual-strategic-and-business-plan-presentation-c/feed",31153,14134
"/report/20120313-strategic-plans-south-african-local-government-association-municipal-/feed",31154,14135
"/report/20120314-protection-state-information-bill-9b6b-2010-shortlisting-submissions/feed",31156,14136
"/report/20120314-department-international-relations-and-cooperation-strategic-plan-201/feed",31168,14137
"/report/20120314-military-ombud-bill-b9b-2011-consideration-proposed-ncop-amendments/feed",31169,14138
"/report/20120314-strategic-plan-government-communication-information-system-gcis/feed",31171,14139
"/report/20120313-quarterly-report-briefing-department-defence-quarterly-financial-admi/feed",31185,14141
"/report/20120315-national-conventional-arms-control-committees-ncacc-2011-2nd-3rd-and-/feed",31208,14142
"/report/20120315-adoption-outstanding-committee-minutes-and-reports/feed",31209,14143
"/report/20120315-progress-report-crafting-public-participation-model/feed",31210,14144
"/report/20120316-department-communications-universal-service-and-access-consideration-/feed",31227,14145
"/report/20120316-department-trade-and-industry-its-201213-budget-vote-and-strategic-pl/feed",31228,14146
"/report/20120316-deliberations-briefing-ministry-state-security-agency-general-intelli/feed",31229,14147
"/report/20120316-human-settlements-entities-their-strategic-plan-2012-13/feed",31230,14148
"/report/20120316-public-hearings-health-amendment-bill/feed",31234,14149
"/report/20120320-public-hearings-budget-and-strategic-plan-independent-development-tru/feed",31248,14150
"/report/20120320-department-social-development-2012-strategic-plan/feed",31249,14151
"/report/20120320-follow-discussions-and-key-commitments-stakeholder-meeting-held-16-ma/feed",31250,14152
"/report/20120320-department-energy-their-strategic-plan-201112-–-201516-annual-perform/feed",31251,14153
"/report/20120320-meeting-department-cooperative-governance-and-traditional-affairs-bud/feed",31252,14154
"/report/20120320-briefing-national-consumer-regulator-ncr-their-strategic-plan-201213/feed",31253,14155
"/report/20120320-industrial-development-corporation-idc-and-competition-commission-the/feed",31254,14156
"/report/20120320-budget-and-annual-performance-plan-201213-and-strategic-plans-2012–20/feed",31256,14157
"/report/20120320-budget-review-department-basic-education-including-sector-plans-strat/feed",31257,14158
"/report/20120322-departments-and-entities-free-basic-electricity-and-free-basic-altern/feed",31277,14159
"/report/20120322-consideration-written-submissions-consideration-and-adoption-minutes/feed",31288,14160
"/report/20120320-election-chairpersons-committee-programme/feed",31294,14161
"/report/20120323-sa-nuclear-energy-corporation-necsa-national-nuclear-regulator-their-/feed",31301,14162
"/report/20120327-protection-state-information-bill-public-hearings-day-1/feed",31305,14163
"/report/20120328-public-hearings-protection-state-information-bill/feed",31326,14164
"/report/20120328-general-intelligence-laws-amendment-bill-b25-2011-public-hearings/feed",31346,14166
"/report/20120329-protection-state-information-bill-public-hearings-day-3/feed",31345,14165
"/report/20120329-deliberations-protection-personal-information-bill/feed",31348,14167
"/report/20120330-public-hearings-protection-state-information-bill/feed",31349,14168
"/report/20120416-briefing-independent-police-investigative-directorate-their-strategic/feed",31469,14169
"/report/20120417-national-urban-reconstruction-and-housing-agency-nurcha-their-strateg/feed",31475,14170
"/report/20120417-south-african-police-service-saps-their-strategic-plan-annual-perform/feed",31477,14171
"/report/20120417-department-correctional-services-201213-budget-and-strategic-plan/feed",31478,14172
"/report/20120417-department-water-affairs-dwa-budget-2012-13-financial-statements-2012/feed",31479,14173
"/report/20120417-budget-and-strategic-plans-department-women-children-and-people-disab/feed",31480,14174
"/report/20120417-consideration-independent-communications-authority-south-africa-icasa/feed",31481,14175
"/report/20120417-national-treasury-third-quarter-expenditure-report-201112-financial-y/feed",31482,14176
"/report/20120417-national-department-tourism-their-strategic-plan-annual-performance-p/feed",31483,14177
"/report/20120417-national-prosecuting-authority-their-strategic-plan-and-annual-perfor/feed",31484,14178
"/report/20120417-division-revenue-bill-b4-2012/feed",31485,14179
"/report/20120417-department-basic-education-including-sector-plans-strategic-plans-ann/feed",31486,14180
"/report/20120417-strategic-plan-and-budget-thefilm-and-publications-board-fpb-and-gove/feed",31487,14181
"/report/20120417-financial-and-fiscal-commission-ffc-their-annual-strategic-plan/feed",31491,14182
"/report/20120417-department-higher-education-and-training-annual-performance-plan-and-/feed",31492,14183
"/report/20120411-shortlisting-candidates-be-interviewed-appointment-national-youth-dev/feed",31503,14184
"/report/20120417-department-energy-status-solar-water-heater-swh-programme/feed",31505,14185
"/report/20120417-road-traffic-management-corporation-and-road-traffic-infringement-age/feed",31507,14186
"/report/20120417-briefing-national-development-plan/feed",31508,14187
"/report/20120418-presentation-consultative-draft-defence-review-defence-review-committ/feed",31510,14188
"/report/20120418-south-african-police-service-saps-their-strategic-plan-and-budget-201/feed",31512,14189
"/report/20120418-department-labour-dol-commission-concilliation-mediation-and-arbitrat/feed",31513,14190
"/report/20120418-consideration-strategic-plans-south-african-social-security-agency-sa/feed",31514,14191
"/report/20120418-national-energy-regulator-south-africa-their-strategic-plan-201213-–-/feed",31515,14192
"/report/20120418-road-accident-fund-its-strategic-plan-201213/feed",31516,14193
"/report/20120418-financial-and-fiscal-commission-and-community-law-centre-budget-natio/feed",31518,14194
"/report/20120418-department-justice-and-constitutional-development-their-strategic-pla/feed",31519,14195
"/report/20120418-department-rural-development-and-land-reform-and-ingonyama-trust-boar/feed",31520,14196
"/report/20120418-department-health-their-strategic-plan/feed",31521,14197
"/report/20120418-consideration-south-african-post-office-strategic-plan-and-budget/feed",31522,14198
"/report/20120417-national-industrial-participation-program-nipp-industrial-policy-acti/feed",31523,14199
"/report/20120418-council-quality-assurance-general-and-further-education-and-training/feed",31525,14200
"/report/20120418-agrement-south-africa-and-cidb-strategic-plan/feed",31526,14201
"/report/20120418-independent-electoral-commission-strategic-plan-20112012-–-20152016-a/feed",31528,14202
"/report/20120418-annual-budget-vote-hearings/feed",31533,14203
"/report/20120418-department-arts-and-culture-their-2012-budget-vote-and-strategic-plan/feed",31534,14204
"/report/20120418-department-science-and-technology-dst-their-annual-performance-plan-2/feed",31537,14205
"/report/20120418-boxing-south-africa-and-south-african-institute-drug-free-sport/feed",31538,14206
"/report/20120418-correctional-services-201213-budget-and-strategic-plan/feed",31543,14207
"/report/20120620-revised-draft-code-conduct-members-parliament-progress-report/feed",32965,14580
"/report/20120419-south-african-police-service-saps-their-strategic-plan-and-budget-201/feed",31552,14208
"/report/20120419-department-justice-and-constitutional-development-their-strategic-pla/feed",31556,14209
"/report/20120419-consideration-and-adoption-committees-report-strategic-plans-and-budg/feed",31557,14210
"/report/20120419-south-african-national-energy-development-institute-sanedi-their-stra/feed",31566,14211
"/report/20120419-presentation-analysis-researchers-third-quarter-expenditure-report-20/feed",31567,14212
"/report/20120419-budget-review-south-african-council-educators-sace-including-strategi/feed",31569,14213
